Id,Date,Location of Spaces,No of Spaces,Purpose,Date Suspended,Date Expired,Amount Paid
4013,28-Jul-10,Windmill Lane,6,Blood donation clinic,26-Aug-10,26-Aug-10,0.00
4014,03-Aug-10,George's Quay,6,Blood donation clinic,11-Aug-10,11-Aug-10,0.00
4015,04-Aug-10,Fitzwilliam Square North,5,A mobile toilet,13-Aug-10,13-Aug-10,250.00
4016,06-Aug-10,Haddington Road,3,Loading,09-Aug-10,13-Aug-10,750.00
4017,06-Aug-10,Haddington Road,5,Loading,10-Aug-10,10-Aug-10,250.00
4018,06-Aug-10,Haddington Road,5,Loading,13-Aug-10,13-Aug-10,250.00
4019,10-Aug-10,Stephens Green North,4,Roadhog,06-Sep-10,06-Sep-10,200.00
4020,12-Aug-10,Sandwith Street Upper,10,Filming,20-Aug-10,20-Aug-10,500.00
4021,12-Aug-10,Boyne Street,5,Filming,20-Aug-10,20-Aug-10,250.00
4022,13-Aug-10,Percy Place,3,Loading,13-Aug-10,13-Aug-10,150.00
4023,13-Aug-10,Haddington Road,4,Loading,13-Aug-10,13-Aug-10,200.00
4024,18-Aug-10,Pleasants Street,6,Film Unit,23-Aug-10,23-Aug-10,300.00
4025,18-Aug-10,Camden Street,7,Film Unit,23-Aug-10,23-Aug-10,350.00
4026,18-Aug-10,Leinster Square,4,Film Unit,24-Aug-10,24-Aug-10,108.00
4027,18-Aug-10,Leinster Road,4,Film Unit,24-Aug-10,24-Aug-10,108.00
4028,18-Aug-10,Richmond Hill,4,Film Unit,25-Aug-10,25-Aug-10,164.00
4029,18-Aug-10,Lennox Place,4,Film Unit,26-Aug-10,26-Aug-10,164.00
4030,18-Aug-10,Nassau Street,8,Film Unit,26-Aug-10,26-Aug-10,500.00
4031,18-Aug-10,Camden Street,4,Film Unit,27-Aug-10,27-Aug-10,300.00
4032,18-Aug-10,Pleasants Street,6,Film Unit,27-Aug-10,27-Aug-10,300.00
4033,18-Aug-10,Camden Street,4,Film Unit,25-Aug-10,25-Aug-10,100.00
4034,18-Aug-10,Herbert Place,32,Filming,21-Aug-10,23-Aug-10,"1,800.00"
4035,18-Aug-10,Warrington Place,14,Filming,21-Aug-10,23-Aug-10,700.00
4036,18-Aug-10,James Street East,20,Filming,21-Aug-10,23-Aug-10,"1,200.00"
4037,18-Aug-10,Mount Street Upper,29,Filming,23-Aug-10,23-Aug-10,"1,450.00"
4038,19-Aug-10,Victoria Quay,9,Liffey Swim,11-Sep-10,11-Sep-10,0.00
4039,19-Aug-10,St Patricks Close,10,Community Day,21-Aug-10,21-Aug-10,0.00
4040,19-Aug-10,Merrion Square North,6,Wreath laying Ceremony,16-Sep-10,16-Sep-10,0.00
4041,20-Aug-10,Warren Street,3,Film Unit,26-Aug-10,26-Aug-10,108.00
4042,25-Aug-10,Warren Street,1,Film Unit,26-Aug-10,26-Aug-10,56.00
4043,25-Aug-10,Eccles Street,6,Blood Donation Clinic,27-Aug-10,27-Aug-10,0.00
4044,24-Aug-10,Baggot Street Lower,3,Outside Broadcast,30-Aug-10,30-Aug-10,150.00
4045,31-Aug-10,Haddington Road,1,Film Shoot,02-Sep-10,02-Sep-10,41.00
4046,01-Sep-10,Ringsend Road,8,Filming,02-Sep-10,02-Sep-10,328.00
4047,02-Sep-10,Haddington Road,9,Park Filming Trucks,06-Sep-10,06-Sep-10,450.00
4048,06-Sep-10,Swifts Row,4,repair of Liffey boardwalk,07-Sep-10,07-Sep-10,0.00
4049,06-Sep-10,Pembroke Road,4,filming inside no. 53 Pembroke Road,07-Sep-10,07-Sep-10,200.00
4050,08-Sep-10,Mount Street Lower,3,Office Move,10-Sep-10,11-Sep-10,300.00
4051,08-Sep-10,Parnell Square West,5,To park the festival of Chariots carts,12-Sep-10,12-Sep-10,250.00
4052,08-Sep-10,St Stephens Green East,5,To park the festival of Chariots carts,12-Sep-10,12-Sep-10,250.00
4053,08-Sep-10,John Rogersons Quay,13,Filming,13-Sep-10,13-Sep-10,351.00
4054,08-Sep-10,Bride Street,6,Blood Donation Clinic,21-Sep-10,21-Sep-10,0.00
4055,08-Sep-10,Eccles Street,6,Blood Donation Clinic,24-Sep-10,24-Sep-10,0.00
4056,08-Sep-10,Castle Street,12,Filming,06-Oct-10,06-Oct-10,600.00
4057,08-Sep-10,Stephens Green North,6,Blood Donation Clinic,22-Sep-10,22-Sep-10,0.00
4058,08-Sep-10,Hatch Street Upper,14,Filming,15-Sep-10,15-Sep-10,700.00
4059,13-Sep-10,York Street,12,Filming,14-Sep-10,14-Sep-10,600.00
4060,14-Sep-10,Vicar Street,9,Arthurs Day production vehicles,22-Sep-10,23-Sep-10,900.00
4061,14-Sep-10,Lotts Lane,10,Arthurs Day production vehicles,22-Sep-10,23-Sep-10,"1,000.00"
4062,15-Sep-10,"Macken Street,Carduff Lane",6,filming in Grand Canal Theatre,20-Sep-10,21-Sep-10,492.00
4063,15-Sep-10,North Great George's Street,18,Filming,16-Sep-10,17-Sep-10,"1,800.00"
4064,16-Sep-10,Mount Shannon Road,4,Removals,17-Sep-10,17-Sep-10,76.00
4065,20-Sep-10,Talbot Street,6,Blood Donation Clinic,27-Sep-10,28-Sep-10,0.00
4066,20-Sep-10,Benson Street,6,Blood Donation Clinic,05-Oct-10,05-Oct-10,0.00
4067,20-Sep-10,Hatch Street,6,Blood Donation Clinic,07-Oct-10,08-Oct-10,0.00
4068,20-Sep-10,William Street South,6,Film Unit,21-Sep-10,21-Sep-10,150.00
4069,20-Sep-10,Blackpitts,8,Film Unit,21-Sep-10,21-Sep-10,164.00
4070,20-Sep-10,North Great George's Street,18,Filming,21-Sep-10,21-Sep-10,900.00
4071,20-Sep-10,Clonmel Street,7,Filming,22-Sep-10,22-Sep-10,350.00
4072,20-Sep-10,Montague Street,7,Filming,22-Sep-10,22-Sep-10,350.00
4073,20-Sep-10,North Great George's Street,18,Filming,23-Sep-10,23-Sep-10,900.00
4074,23-Sep-10,Henrietta Street,20,Filming,28-Sep-10,28-Sep-10,"1,000.00"
4075,23-Sep-10,Crane Street,8,Filming,29-Sep-10,01-Oct-10,984.00
4076,23-Sep-10,Temple Street North,7,Unload & Loading Trucks,28-Sep-10,28-Sep-10,100.00
4077,23-Sep-10,Temple Street North,7,Unload & Loading Trucks,05-Oct-10,06-Oct-10,100.00
4078,27-Sep-10,St. Stephens Green North,6,Filming,28-Sep-10,29-Sep-10,600.00
4079,27-Sep-10,St. Stephens Green East,6,Filming,28-Sep-10,29-Sep-10,600.00
4080,29-Sep-10,Hatch Street,6,Blood Donation Clinic,18-Oct-10,20-Oct-10,0.00
4081,29-Sep-10,Bloomfield Avenue,4,Unloading,01-Oct-10,01-Oct-10,164.00
4082,29-Sep-10,Kenilworth Road,15,Filming,30-Sep-10,30-Sep-10,405.00
4083,29-Sep-10,St. Stephens Green North,3,Fashion Event,07-Oct-10,07-Oct-10,150.00
4084,30-Sep-10,Merrion Road,6,Rugby Fan Zone,02-Oct-10,02-Oct-10,246.00
4085,30-Sep-10,"Ballsbridge Avenue, Ballsbridge",2,Temporary Loading Bay,02-Oct-10,02-Oct-10,82.00
4086,30-Sep-10,Merrion Road,6,Construction of Rugby Fan Zone,09-Oct-10,09-Oct-10,246.00
4087,30-Sep-10,"Ballsbridge Avenue, Ballsbridge",2,Temporary Loading Bay,09-Oct-10,09-Oct-10,82.00
4088,04-Oct-10,Eccles Street,6,Blood Donation Clinic,22-Oct-10,22-Oct-10,0.00
4089,04-Oct-10,Cardiff Lane,2,Filming,06-Oct-10,06-Oct-10,32.80
4090,04-Oct-10,Sir John Rogersons Quay,6,Filming,06-Oct-10,06-Oct-10,64.80
4091,04-Oct-10,Lime Street,4,Filming,06-Oct-10,06-Oct-10,65.60
4092,04-Oct-10,Talbot Street,4,Filming,06-Oct-10,06-Oct-10,80.00
4093,04-Oct-10,Eastmoreland Place,8,Filming,07-Oct-10,07-Oct-10,160.00
4094,04-Oct-10,St. Marys Road South,10,Filming,07-Oct-10,07-Oct-10,200.00
4095,04-Oct-10,North Great Georges Street,30,Filming,11-Oct-10,11-Nov-10,"1,500.00"
4096,06-Oct-10,Cabra Road,2,Mobile Unit Information,15-Oct-10,15-Oct-10,54.00
4097,08-Oct-10,Mountjoy Square West,5,Filming,11-Oct-10,11-Oct-10,82.00
4098,08-Oct-10,Great Denmark Street,10,Filming,11-Oct-10,11-Oct-10,200.00
4099,08-Oct-10,Foster Place,2,Charity work,11-Oct-10,26-Oct-10,0.00
4100,11-Oct-10,Sir John Rogersons Quay,6,Parking equipment trucks for filming,12-Oct-10,15-Oct-10,259.20
4101,11-Oct-10,Sir John Rogersons Quay,6,Parking equipment trucks for filming,18-Oct-10,20-Oct-10,194.40
4102,11-Oct-10,Lime Street,4,Parking equipment trucks for filming,12-Oct-10,15-Oct-10,262.40
4103,11-Oct-10,Lime Street,4,Parking equipment trucks for filming,18-Oct-10,20-Oct-10,196.80
4104,11-Oct-10,Whitefriar Street,8,Film Unit,18-Oct-10,18-Oct-10,160.00
4105,11-Oct-10,Camden Street,7,Film Unit,19-Oct-10,19-Oct-10,140.00
4106,11-Oct-10,Pleasants Street,6,Film Unit,19-Oct-10,19-Oct-10,120.00
4107,11-Oct-10,Richmond Hill,4,Film Unit,20-Oct-10,20-Oct-10,65.60
4108,11-Oct-10,Leinster Square,8,Film Unit,20-Oct-10,22-Oct-10,259.20
4109,11-Oct-10,Charlemont Mall,8,Film Unit,28-Oct-10,28-Oct-10,131.20
4110,11-Oct-10,Pembroke Street,8,Film Unit,01-Nov-10,01-Nov-10,160.00
4111,11-Oct-10,Whitefriar Street,8,Film Unit,01-Nov-10,01-Nov-10,160.00
4112,11-Oct-10,Pearse Street (between Lombert Street and Sandwith Street),2,working on Biosience sight,12-Oct-10,12-Oct-10,100.00
4113,12-Oct-10,Poolbeg Street,4,Filming,13-Oct-10,13-Oct-10,80.00
4114,14-Oct-10,St. Stephen's Green North,1,Launch of Luas B1 Line,16-Oct-10,16-Oct-10,50.00
4115,18-Oct-10,Dargle Road,1,Installing Kitchen,18-Oct-10,19-Oct-10,54.00
4116,18-Oct-10,Effra Road,3,House moving,19-Oct-10,19-Oct-10,81.00
4117,18-Oct-10,Montague Lane,3,Film Unit,19-Oct-10,19-Oct-10,60.00
4118,19-Oct-10,Eccles Street,3,Film Shoot,21-Oct-10,21-Oct-10,123.00
4119,19-Oct-10,Montague Street,4,Filming,20-Oct-10,21-Oct-10,160.00
4120,19-Oct-10,Montague Place,6,Filming,20-Oct-10,21-Oct-10,240.00
4121,19-Oct-10,Fishamble Street,7,Filming,22-Oct-10,22-Oct-10,140.00
4122,19-Oct-10,Synge Street,4,Filming,21-Oct-10,21-Oct-10,80.00
4123,20-Oct-10,Eccles Street,4,Film Shoot,21-Oct-10,21-Oct-10,164.00
4124,21-Oct-10,Temple Street,7,Filming TV Programme for RTE,27-Oct-10,27-Oct-10,287.00
4125,22-Oct-10,Charlemont Mall,9,Filming in locations standby vehicles,26-Oct-10,26-Oct-10,147.60
4126,22-Oct-10,Haddington Road,9,Filming in locations standby vehicles,28-Oct-10,29-Oct-10,360.00
4127,22-Oct-10,Percy Place,5,Filming in locations standby vehicles,28-Oct-10,28-Oct-10,100.00
4128,27-Oct-10,Sir John Rogerson's Quay,2,Filming in locations standby vehicles,28-Oct-10,28-Oct-10,21.60
4129,28-Oct-10,Wolfe Tone Street,1,Commercial,16-Dec-10,19-Dec-10,200.00
4130,28-Oct-10,St. Stephens Green North,1,Commercial,16-Dec-10,19-Dec-10,200.00
4131,28-Oct-10,Hume Street,3,Unloading of a removal Van,04-Nov-10,04-Nov-10,150.00
4132,29-Oct-10,"Pearse Street, adjacent to Gallery Quay Pharmacy at corner of Chimney View access ro Grand Canal The",3,Moving house,19-Nov-10,20-Nov-10,123.00
4133,02-Nov-10,Temple Street,7,Filming TV Programme for RTE,03-Nov-10,03-Nov-10,287.00
4134,02-Nov-10,Haddington Road,10,Loading of Film Unit,05-Nov-10,05-Nov-10,200.00
4135,04-Nov-10,Sir John Rogerson's Quay,10,Equipment Truck for Filming,05-Nov-10,05-Nov-10,108.00
4136,04-Nov-10,Clonmel Street,6,Filming,08-Nov-10,08-Nov-10,120.00
4137,04-Nov-10,Leinster Road,6,Filming,09-Nov-10,09-Nov-10,64.80
4138,04-Nov-10,St. Stephens Green North,3,Outside Broadcast,08-Nov-10,08-Nov-10,150.00
4139,05-Nov-10,Merrion Road,6,Rugby Fanzone,06-Nov-10,06-Nov-10,246.00
4140,05-Nov-10,Ballsbridge Avenue,2,Temporary Loading Bay,06-Nov-10,06-Nov-10,246.00
4141,08-Nov-10,Barrow Street,8,Film Shoot,08-Nov-10,08-Nov-10,131.20
4142,08-Nov-10,Iona Road,8,Film Shoot,10-Nov-10,10-Nov-10,86.40
4143,09-Nov-10,Temple Street,7,Broadcast,10-Nov-10,10-Nov-10,287.00
4144,10-Nov-10,Pearse Street(left hand side near Grand Canal Square),6,Film Shoot,11-Nov-10,11-Nov-10,98.40
4145,11-Nov-10,St. Stephens Green North,3,Outside Broadcast,16-Nov-10,16-Nov-10,150.00
4146,12-Nov-10,Merrion Road,6,Rugby fanzone,13-Nov-10,13-Nov-10,246.00
4147,12-Nov-10,Ballsbridge Avenue,2,Temporary loading bay,13-Nov-10,13-Nov-10,82.00
4148,15-Nov-10,Merrion Road,6,Rugby fanzone,20-Nov-10,20-Nov-10,82.00
4149,15-Nov-10,Ballsbridge Avenue,2,Temporary loading bay,20-Nov-10,20-Nov-10,82.00
4150,16-Nov-10,Temple Street,7,Filming of the Panel for RTE,24-Nov-10,24-Nov-10,287.00
4151,16-Nov-10,Temple Street,7,Filming of the Panel for RTE,01-Dec-10,01-Dec-10,287.00
4152,16-Nov-10,Temple Street,7,Filming of the Panel for RTE,08-Dec-10,08-Dec-10,287.00
4153,17-Nov-10,Sandwith Street Upper,8,Film Shoot,22-Nov-10,22-Nov-10,160.00
4154,17-Nov-10,Barrow Street,6,Film Shoot,24-Nov-10,24-Nov-10,98.40
4155,19-Nov-10,Clonmel Street,4,Props for photocall in Iveagh Gardens,23-Nov-10,23-Nov-10,200.00
4156,19-Nov-10,Kings Inn Street at the side of the Parnell Centre,8,servicing film shoot,23-Nov-10,23-Nov-10,160.00
4157,22-Nov-10,Merrion Road,6,Rugby fanzone,27-Nov-10,27-Nov-10,246.00
4158,22-Nov-10,Ballsbridge Avenue,2,Temporary loading bay,27-Nov-10,27-Nov-10,82.00
4159,24-Nov-10,Sandymount Avenue between Spafield & Adair,2,Removal Van,01-Dec-10,01-Dec-10,54.00
4160,22-Nov-10,Merrion Road,6,Rugby fanzone,18-Dec-10,18-Dec-10,246.00
4161,22-Nov-10,Ballsbridge Avenue,2,Temporary loading bay,18-Dec-10,18-Dec-10,82.00
4162,02-Dec-10,Ailesbury Road,10,Film Unit,03-Dec-10,03-Dec-10,108.00
4163,09-Dec-10,Hollybrook Road,All,Footpath repair,13-Dec-10,20-Dec-10,0.00
4164,09-Dec-10,Stephens Green North,5,Outside Broadcast,24-Dec-10,24-Dec-10,250.00
4165,09-Dec-10,Henrietta Street,27,Filming,20-Dec-10,23-Dec-10,"1,680.00"
4166,13-Dec-10,Ormond Quay Upper,2,Office Move,29-Dec-10,30-Dec-10,200.00
4167,15-Dec-10,Mount Street Crescent,12,Recording of Christmas Service for RTE,24-Dec-10,25-Dec-10,600.00
4168,15-Dec-10,Nutley Lane (Opposite 71/73),2,Temporary Site Access,05-Jan-11,04-May-12,"10,000.00"
4169,10-Jan-11,Temple Street,7,Recording for RTE,12-Jan-11,12-Jan-11,287.00
4170,10-Jan-11,Temple Street,7,Recording for RTE,19-Jan-11,19-Jan-11,287.00
4171,10-Jan-11,Castle Street,5,Filming,11-Jan-11,11-Jan-11,100.00
4172,10-Jan-11,Hatch Street,5,Filming,12-Jan-11,12-Jan-11,100.00
4173,10-Jan-11,Clonmel Street,5,Filming,11-Jan-11,11-Jan-11,100.00
4174,10-Jan-11,Clonmel Street,10,Filming,12-Jan-11,12-Jan-11,200.00
4175,12-Jan-11,Merrion Road,6,Rugby fanzone,15-Jan-11,15-Jan-11,246.00
4176,12-Jan-11,Ballsbridge Avenue,2,Rugby fanzone,15-Jan-11,15-Jan-11,82.00
4177,18-Jan-11,Drumcondra Road Upper,6,Roadhog,20-Jan-11,20-Jan-11,114.00
4178,25-Jan-11,Hatch Street,12,Coach Parking,12-Feb-11,12-Feb-11,600.00
4179,27-Jan-11,Stephens Green North,3,Outside Broadcast,31-Jan-11,31-Jan-11,150.00
4180,31-Jan-11,"31 Brighton Road, Dublin 6",5,Domestic,02-Feb-11,04-Feb-11,190.00
4181,01-Feb-11,Wolfe Tone Street,3,Parking Library bus and associated vehicles as part of the Chinese New Year carnival event,05-Feb-11,05-Feb-11,75.00
4182,02-Feb-11,Merrion Road,6,Rugby fanzone,13-Feb-11,13-Feb-11,246.00
4183,02-Feb-11,Ballsbridge Avenue,2,Rugby fanzone,13-Feb-11,13-Feb-11,82.00
4184,08-Feb-11,Henrietta Street,15,Filming,13-Feb-11,13-Feb-11,0.00
4185,08-Feb-11,Kings Inn Street,8,Filming,13-Feb-11,13-Feb-11,0.00
4186,08-Feb-11,Strand Street Great,7,Loading and Unloading for a conference at  Morrison Hotel,14-Feb-11,15-Feb-11,700.00
4187,10-Feb-11,Eccles Street,6,Blood Donation Clinic,25-Feb-11,25-Feb-11,0.00
4188,15-Feb-11,North Wall Quay (outside old Tile Style building),6,parking generator for event in building nearby,19-Feb-11,22-Feb-11,405.00
4189,22-Feb-11,Castle Street,2,Working in City Hall,23-Feb-11,23-Feb-11,100.00
4190,23-Feb-11,Stephens Green East,2,To locate the Marshall who will be available to exhibitors,06-May-11,08-May-11,0.00
4191,23-Feb-11,Stephens Green East,2,To locate the Marshall who will be available to exhibitors,24-Jun-11,26-Jun-11,0.00
4192,23-Feb-11,Stephens Green East,2,To locate the Marshall who will be available to exhibitors,19-Aug-11,21-Aug-11,0.00
4193,23-Feb-11,Stephens Green East,2,To locate the Marshall who will be available to exhibitors,23-Sep-11,25-Sep-11,0.00
4194,24-Feb-11,Merrion Square West,2,News feed for RTE,24-Feb-11,25-Feb-11,200.00
4195,24-Feb-11,Merrion Square West,2,News feed for RTE,27-Feb-11,27-Feb-11,0.00
4196,01-Mar-11,Wolfe Tone Street,3,Delivery & Collection,03-Mar-11,05-Mar-11,0.00
4197,01-Mar-11,Merrion Road,6,Rugby fanzone,19-Mar-11,19-Mar-11,246.00
4198,01-Mar-11,Ballsbridge Avenue,2,Rugby fanzone,19-Mar-11,19-Mar-11,82.00
4199,01-Mar-11,Stephens Green North,5,Outside Braodcast Unit,17-Mar-11,17-Mar-11,0.00
4200,02-Mar-11,Molesworth Street,2,Loading and unloading of Exhibition,07-Mar-11,09-Mar-11,300.00
4201,04-Mar-11,North Great Georges Street,8,Filming,07-Mar-11,09-Mar-11,480.00
4203,07-Mar-11,Merrion Square West,2,St. Patricks Day Festival,07-Mar-11,14-Mar-11,0.00
4204,09-Mar-11,Greek Street,3,Film Unit,19-Mar-11,19-Mar-11,60.00
4205,15-Mar-11,Heytesbury Lane,1,Bord Gais will replace dangerous damaged meter box,16-Mar-11,16-Mar-11,0.00
4206,18-Mar-11,Stephens Green East,5,truck parking,23-Mar-11,23-Mar-11,250.00
4207,21-Mar-11,Amiens Street,5,Outside Braodcast Unit,23-Mar-11,23-Mar-11,205.00
4208,24-Mar-11,Kenilworth Square East,8,Film Unit,30-Mar-11,30-Mar-11,86.40
4209,24-Mar-11,Heytesbury Street,2,Film Unit,31-Mar-11,31-Mar-11,40.00
4210,24-Mar-11,Ring Street,8,Film Unit,04-Apr-11,04-Apr-11,60.80
4211,24-Mar-11,Camden Row,10,Film Unit,31-Mar-11,31-Mar-11,387.20
4212,28-Mar-11,"William Park, Rathmines",10,Film Unit,29-Mar-11,29-Mar-11,108.00
4213,28-Mar-11,North Wall Quay,10,Film Unit,30-Mar-11,30-Mar-11,108.00
4214,30-Mar-11,Merrion Square West,1,Filming in Leinster House,31-Mar-11,31-Mar-11,50.00
4215,04-Apr-11,"""17"" Shops, New Cabra Road",2,mobile unit - D.N.W. Information Services,15-Apr-11,15-Apr-11,54.00
4216,05-Apr-11,Fairview (opposite Merville Avenue),5,Outside broadcast unit,08-Apr-11,08-Apr-11,95.00
4217,05-Apr-11,Merrion Road,6,construction of a rugdy fan zone,09-Apr-11,09-Apr-11,264.00
4218,05-Apr-11,Ballsbridge Avenue,2,temporary loading bay,09-Apr-11,09-Apr-11,82.00
4219,06-Apr-11,Longwood Avenue,4,Film Unit,07-Apr-11,07-Apr-11,86.80
4220,06-Apr-11,Winsdor Terrace,5,Film Unit,07-Apr-11,07-Apr-11,0.00
4221,07-Apr-11,Camden Row,8,Film Unit,11-Apr-11,11-Apr-11,160.00
4222,11-Apr-11,Hendricks Street,8,Filming,12-Apr-11,12-Apr-11,131.20
4223,12-Apr-11,Kenilworth Square South,3,Filming in 57 Kenilworth Square South,13-Apr-11,13-Apr-11,32.40
4224,12-Apr-11,Kenilworth Square West,7,Filming in 57 Kenilworth Square South,13-Apr-11,13-Apr-11,75.60
4225,12-Apr-11,Merrion Road,6,Rugby fanzone,30-Apr-11,30-Apr-11,228.00
4226,12-Apr-11,Ballsbridge Avenue,2,temporary loading bay,30-Apr-11,30-Apr-11,82.00
4227,13-Apr-11,Merrion Square South (Outside 64-68),5,Loading - Office Removal,19-Apr-11,19-Apr-11,250.00
4228,13-Apr-11,Temple Street,2,Outside Braodcast Unit (Kid's Radiothon),14-Apr-11,16-Apr-11,0.00
4229,14-Apr-11,Fade Street,1,Record Store Day,16-Apr-11,16-Apr-11,50.00
4230,15-Apr-11,Kenilworth Road,8,Film Unit,22-Apr-11,22-Apr-11,86.40
4231,15-Apr-11,North Great Georges Street (Parnell Street end),8,Film Unit,22-Apr-11,22-Apr-11,160.00
4232,19-Apr-11,Stephens Green North,5,Outside Broadcast Unit,21-Apr-11,21-Apr-11,250.00
4233,19-Apr-11,Lansdowne Road,2,Official Sponsor for UEFA EL Final,17-May-11,18-May-11,164.00
4234,19-Apr-11,Shelbourne Road,2,Official Sponsor for UEFA EL Final,17-May-11,18-May-11,200.00
4235,19-Apr-11,Shelbourne Road,1,Official Sponsor for UEFA EL Final,17-May-11,18-May-11,100.00
4236,28-Apr-11,Clonmel Street,10,Facilitate the build up for Event in Iveagh Gardens,07-Jun-11,11-Jun-11,"2,000.00"
4237,28-Apr-11,Stephens Green North,5,Outside Braodcast Unit,06-May-11,06-May-11,250.00
4238,28-Apr-11,Highfield Road,5,Outside Braodcast Unit,04-May-11,04-May-11,95.00
4239,03-May-11,St. Stephens Green North,3,to position 2FM roadcaster to promote Irish Heart Foundation's Happy Heart Weekend appeal,13-May-11,13-May-11,0.00
4240,04-May-11,Windsor Terrace,6,Film Unit,07-May-11,08-May-11,196.80
4241,09-May-11,Upper Drumcondra Road,5,Outside broadcast unit,10-May-11,10-May-11,95.00
4242,11-May-11,Ailesbury Road,4,Film Unit,11-May-11,11-May-11,43.20
4243,17-May-11,Bow Lane East outside Bow House,3,City & Guild Office Move,21-Jun-11,23-Jun-11,450.00
4244,17-May-11,Fitzwilliam Square South,32,In order to park 4 toilet facility for an event in Fitzwilliam Square,17-Jun-11,17-Jun-11,"1,600.00"
4245,18-May-11,Clonmel Street,8,Load in to Donegal Live Event in Iveagh Gardens,19-May-11,20-May-11,400.00
4246,18-May-11,Clonmel Street,4,Load in to Donegal Live Event in Iveagh Gardens,21-May-11,21-May-11,200.00
4247,18-May-11,Clonmel Street,8,Load in to Donegal Live Event in Iveagh Gardens,22-May-11,22-May-11,400.00
4248,18-May-11,Clonmel Street,8,Load in to Donegal Live Event in Iveagh Gardens,23-May-11,23-May-11,400.00
4249,25-May-11,Charlemont Mall,2,A trailer with a screen,28-May-11,28-May-11,82.00
4250,25-May-11,"High Street, Christchurch",5,Outside Broadcast Unit,30-May-11,30-May-11,250.00
4251,25-May-11,St Stephens Green North,5,Outside Broadcast Unit,02-Jun-11,02-Jun-11,250.00
4252,30-May-11,Stephens Green North,6,Roadhog,06-Jun-11,06-Jun-11,300.00
4253,30-May-11,Merrion Square North,34,To extend the footpath on Merrion Square North by using the car parking spaces,18-Jun-11,19-Jun-11,0.00
4254,30-May-11,Fitzwilliam Street Lower,18,Loading and unloading equipment into Merrion Square Park,17-Jun-11,19-Jun-11,0.00
4255,30-May-11,Fitzwilliam Street Lower,16,Portakabin for Festival equipment,13-Jun-11,20-Jun-11,0.00
4256,01-Jun-11,Fitzwilliam Square North,4,Load and unload vans,16-Jun-11,16-Jun-11,200.00
4257,01-Jun-11,Oxmantown Road,10,Filming,09-Jun-11,09-Jun-11,108.00
4258,01-Jun-11,Wolfe Tone Street,2,Repair of Boardwalk,02-Jun-11,03-Jun-11,0.00
4259,01-Jun-11,Swifts Row,2,Repair of Boardwalk,02-Jun-11,03-Jun-11,0.00
4260,01-Jun-11,Merrion Road,6,Rugby fanzone,20-Aug-11,20-Aug-11,246.00
4261,01-Jun-11,Ballsbridge Avenue,2,Temporary loading bay,20-Aug-11,20-Aug-11,82.00
4262,01-Jun-11,Merrion Road,6,Rugby fanzone,27-Aug-11,27-Aug-11,246.00
4263,01-Jun-11,Ballsbridge Avenue,2,Temporary loading bay,27-Aug-11,27-Aug-11,82.00
4264,08-Jun-11,North Wall Quay (outside old Tile Style building),6,parking generator for event in building,12-Jun-11,15-Jun-11,405.00
4265,09-Jun-11,Windmill Lane,5,filming,18-Jun-11,18-Jun-11,205.00
4266,10-Jun-11,Corner of Jamestown Road/Ballygall Road West,2,Information service to the public,13-Jun-11,13-Jun-11,0.00
4267,10-Jun-11,Fassaugh Avenue,2,Information service to the public,16-Jun-11,16-Jun-11,0.00
4268,10-Jun-11,Barry Road Car Park,2,Information Service to the public,14-Jun-11,14-Jun-11,0.00
4269,14-Jun-11,Fishamble Street,2,98FM Bus for mayo Alive Festival,19-Jun-11,19-Jun-11,41.00
4270,14-Jun-11,Merrion Road,6,Rugby fanzone,05-Feb-12,05-Feb-12,246.00
4271,14-Jun-11,Ballsbridge Avenue,2,Temporary loading bay,05-Feb-12,05-Feb-12,82.00
4272,14-Jun-11,Merrion Road,6,Rugby fanzone,25-Feb-12,25-Feb-12,246.00
4273,14-Jun-11,Ballsbridge Avenue,2,Temporary loading bay,25-Feb-12,25-Feb-12,82.00
4274,14-Jun-11,Merrion Road,6,Rugby fanzone,10-Mar-12,10-Mar-12,246.00
4275,14-Jun-11,Ballsbridge Avenue,2,Temporary loading bay,10-Mar-12,10-Mar-12,82.00
4276,14-Jun-11,Fairview Strand,6,Roadhog,26-Jul-11,26-Jul-11,114.00
4277,28-Jun-11,Marlborough Street,1,Shopfitters on Site at Sony Centre,28-Jun-11,01-Jul-11,200.00
